name,datetime,humidity,precip,windspeed,cloudcover,visibility,tempmax c,tempmin c,avgtemp c,feelslikemax c,feelslikemin c,avgfeelsliketemp c,dewpoint c,precip_chance
Crown Point,2013-03-01,71.1,0.0,18.3,82.1,7.8,29.1,24.0,26.3,31.3,24.0,27.1,20.5,0
Crown Point,2013-03-02,72.0,0.0,19.5,65.9,7.9,29.8,23.1,26.3,34.1,23.1,27.3,20.8,0
Crown Point,2013-03-03,71.4,0.0,20.8,41.3,8.7,29.2,24.1,26.8,31.8,24.1,27.8,21.1,0
Crown Point,2013-03-04,75.5,0.0,20.1,40.6,8.2,30.1,25.0,27.4,35.1,25.0,29.7,22.7,0
Crown Point,2013-03-05,73.0,0.0,17.2,50.1,8.5,30.1,24.0,27.1,33.4,24.0,28.3,21.6,0
Crown Point,2013-03-06,73.3,0.0,21.9,48.7,9.0,31.1,24.0,26.9,34.7,24.0,28.2,21.5,0
Crown Point,2013-03-07,69.9,0.0,18.3,60.4,8.4,30.0,24.9,27.2,32.6,24.9,28.4,21.1,0
Crown Point,2013-03-08,71.5,110.0074,20.8,35.4,8.9,30.7,24.0,27.1,35.4,24.0,28.4,21.3,1
Crown Point,2013-03-09,71.1,0.0,18.3,27.2,9.0,30.1,25.0,27.4,33.5,25.0,29.1,21.7,0
Crown Point,2013-03-10,73.5,0.0,16.3,55.9,8.4,30.0,25.0,27.3,34.1,25.0,29.2,22.1,0
Crown Point,2013-03-11,77.8,0.3048,15.0,62.9,7.6,31.0,25.0,27.3,35.0,25.0,29.2,23.0,1
Crown Point,2013-03-12,74.5,0.1016,18.3,71.9,7.3,30.9,25.0,27.3,34.7,25.0,29.1,22.3,1
Crown Point,2013-03-13,78.3,0.0,19.5,82.0,7.0,29.1,24.8,26.3,32.8,24.8,27.3,22.2,0
Crown Point,2013-03-14,75.5,0.1016,18.3,62.3,8.5,30.8,24.0,27.0,34.3,24.0,28.6,22.2,1
Crown Point,2013-03-15,75.7,0.1016,17.9,85.8,8.0,28.0,25.0,26.3,31.2,25.0,27.1,21.6,1
Crown Point,2013-03-16,75.3,2.0066,17.9,77.8,8.0,28.1,23.8,25.8,31.0,23.8,26.6,21.1,1
Crown Point,2013-03-17,65.8,0.0,19.5,81.2,8.6,31.1,23.0,26.6,31.9,23.0,27.2,19.4,0
Crown Point,2013-03-18,68.8,0.0,17.9,76.6,8.0,30.2,23.9,26.4,33.8,23.9,27.2,20.1,0
Crown Point,2013-03-19,73.4,0.2032,17.2,54.4,8.7,30.1,22.8,26.6,34.1,22.8,27.8,21.3,1
Crown Point,2013-03-20,77.8,0.4064,18.3,71.0,7.8,29.1,24.1,26.4,32.1,24.1,27.6,22.2,1
Crown Point,2013-03-21,75.2,0.0,20.8,80.5,7.9,30.3,26.0,27.7,36.2,26.0,30.2,22.8,0
Crown Point,2013-03-22,73.4,0.1016,24.2,65.4,8.3,31.1,26.0,28.0,35.6,26.0,30.7,22.7,1
Crown Point,2013-03-23,70.9,0.0,20.8,85.1,8.1,31.0,25.3,27.9,34.6,25.3,29.7,22.0,0
Crown Point,2013-03-24,75.4,0.0,18.3,83.7,7.3,31.1,23.9,26.6,34.7,23.9,27.9,21.8,0
Crown Point,2013-03-25,71.7,0.0,23.0,83.7,7.3,30.8,25.0,27.2,32.8,25.0,28.4,21.5,0
Crown Point,2013-03-26,68.0,0.9906,20.8,32.0,8.4,30.2,25.0,27.4,33.9,25.0,29.1,20.9,1
Crown Point,2013-03-27,73.5,1.016,25.3,65.2,8.3,31.2,25.0,27.5,35.3,25.0,29.4,22.2,1
Crown Point,2013-03-28,73.3,0.0,23.0,35.4,8.2,30.8,26.0,28.0,36.3,26.0,30.6,22.7,0
Crown Point,2013-03-29,74.8,0.0,18.6,32.9,7.9,31.1,24.9,27.6,35.6,24.9,30.0,22.7,0
Crown Point,2013-03-30,69.4,0.3048,20.8,37.3,8.7,31.0,25.9,27.9,34.6,25.9,29.9,21.7,1
Crown Point,2013-03-31,69.4,2.0066,20.1,31.0,7.8,30.8,24.0,27.6,34.5,24.0,29.2,21.4,1
Crown Point,2013-04-01,68.1,0.0,26.4,43.0,8.5,30.1,26.0,27.9,33.4,26.0,29.7,21.3,0
Crown Point,2013-04-02,77.6,0.0,22.4,29.6,6.6,27.2,26.0,26.9,30.0,26.0,29.3,22.7,0
Crown Point,2013-04-03,76.6,0.0,22.4,25.7,6.6,29.0,25.1,26.9,32.0,25.1,29.1,22.4,0
Crown Point,2013-04-04,73.3,0.0,20.8,55.0,6.6,31.1,23.0,26.6,33.1,23.0,27.8,21.3,0
Crown Point,2013-04-05,77.5,0.0,20.1,42.1,6.6,29.0,26.2,26.9,32.0,26.2,28.4,22.6,0
Crown Point,2013-04-06,74.2,0.0,19.5,26.4,6.6,30.0,26.0,27.3,33.3,26.0,29.1,22.2,0
Crown Point,2013-04-07,72.1,0.1016,23.0,45.4,6.7,30.1,26.0,27.8,33.4,26.0,30.1,22.2,1
Crown Point,2013-04-08,72.5,0.0,20.4,35.5,7.5,30.0,25.8,27.7,34.2,25.8,29.8,22.2,0
Crown Point,2013-04-09,69.4,0.0,23.0,72.1,7.4,30.1,25.0,27.5,33.4,25.0,29.2,21.3,0
Crown Point,2013-04-10,68.5,0.9906,26.8,86.4,6.9,30.0,24.8,27.2,33.3,24.8,28.4,20.8,1
Crown Point,2013-04-11,65.5,0.0,20.8,83.9,7.2,31.0,25.0,27.6,33.0,25.0,28.4,20.3,0
Crown Point,2013-04-12,69.5,0.0,20.8,84.1,7.9,30.8,25.8,27.8,35.8,25.8,29.8,21.7,0
Crown Point,2013-04-13,70.9,0.0,20.8,84.2,7.8,30.8,26.0,27.9,35.3,26.0,30.3,22.1,0
Crown Point,2013-04-14,71.3,0.0,23.0,69.7,6.8,31.1,26.0,28.0,34.7,26.0,30.4,22.2,0
Crown Point,2013-04-15,74.5,0.0,18.3,80.0,7.6,31.0,26.0,28.1,35.8,26.0,30.8,23.0,0
Crown Point,2013-04-16,72.3,0.1016,24.2,60.8,6.3,31.0,26.0,28.1,35.4,26.0,30.7,22.5,1
Crown Point,2013-04-17,72.6,0.0,20.8,53.4,7.5,31.1,26.0,27.9,36.7,26.0,30.2,22.5,0
Crown Point,2013-04-18,72.8,0.0,19.2,49.2,7.3,30.2,25.1,27.8,34.7,25.1,30.1,22.3,0
Crown Point,2013-04-19,71.7,0.0,23.0,70.1,7.1,31.1,25.0,27.7,33.8,25.0,29.7,22.0,0
Crown Point,2013-04-20,73.4,0.6096,20.4,80.4,7.4,31.1,26.0,27.5,34.8,26.0,29.8,22.3,1
Crown Point,2013-04-21,71.9,0.2032,17.4,76.5,7.4,30.0,25.1,27.3,33.3,25.1,28.8,21.7,1
Crown Point,2013-04-22,79.7,16.9926,16.1,82.6,7.0,29.1,24.0,25.9,32.8,24.0,26.9,22.1,1
Crown Point,2013-04-23,88.4,14.1986,15.2,86.9,5.7,28.1,23.0,25.3,32.7,23.0,25.9,23.2,1
Crown Point,2013-04-24,78.2,37.8968,20.8,82.5,6.8,29.1,25.0,27.1,32.8,25.0,29.1,22.8,1
Crown Point,2013-04-25,82.9,1.8288,18.3,87.2,6.7,29.1,24.8,26.3,34.7,24.8,27.9,23.2,1
Crown Point,2013-04-26,78.3,2.3368,18.6,85.0,6.3,30.1,23.8,27.1,33.4,23.8,29.0,22.8,1
Crown Point,2013-04-27,88.7,38.4048,17.0,89.9,5.9,27.1,23.9,25.2,29.3,23.9,25.4,23.2,1
Crown Point,2013-04-28,85.3,30.988,17.2,88.1,6.2,28.1,24.0,25.8,31.9,24.0,26.7,23.1,1
Crown Point,2013-04-29,85.9,38.1,23.0,83.9,5.9,30.1,23.0,26.1,35.2,23.0,27.9,23.4,1
Crown Point,2013-04-30,81.0,0.9906,18.3,78.6,8.1,30.8,24.0,27.0,37.2,24.0,29.2,23.4,1
Crown Point,2013-05-01,76.4,0.3048,17.2,82.1,7.9,29.6,25.0,27.4,33.7,25.0,29.7,22.8,1
Crown Point,2013-05-02,75.5,0.2032,13.9,77.9,7.3,31.1,25.0,27.4,38.0,25.0,29.4,22.7,1
Crown Point,2013-05-03,82.1,0.0,17.2,69.6,8.1,29.1,25.9,27.5,34.8,25.9,30.6,24.2,0
Crown Point,2013-05-04,81.0,0.0,18.3,72.6,7.1,29.3,27.0,27.8,34.7,30.1,31.6,24.2,0
Crown Point,2013-05-05,79.0,0.0,26.8,80.1,7.8,30.0,26.0,27.7,37.4,26.0,30.8,23.7,0
Crown Point,2013-05-06,73.5,0.0,18.3,77.6,7.5,30.1,25.1,27.4,33.4,25.1,29.5,22.3,0
Crown Point,2013-05-07,73.2,0.0,18.3,89.4,7.6,31.0,24.8,27.2,36.5,24.8,28.7,21.9,0
Crown Point,2013-05-08,73.4,0.0,21.9,55.6,7.2,31.0,25.0,27.6,37.4,25.0,29.6,22.3,0
Crown Point,2013-05-09,73.1,0.4064,18.3,55.5,7.5,30.1,25.0,27.5,34.3,25.0,29.3,22.2,1
Crown Point,2013-05-10,73.0,0.0,16.1,34.2,7.6,30.1,24.6,27.2,35.3,24.6,28.9,21.8,0
Crown Point,2013-05-11,72.2,0.0,19.7,44.7,6.9,30.1,26.0,27.8,34.3,26.0,30.0,22.3,0
Crown Point,2013-05-12,71.8,0.0,17.2,76.7,7.5,30.9,26.0,27.8,36.4,26.0,29.8,22.2,0
Crown Point,2013-05-13,73.7,0.3048,18.3,72.8,7.7,30.1,26.0,28.0,35.6,26.0,30.8,22.8,1
Crown Point,2013-05-14,78.2,2.0828,26.4,65.0,6.8,29.3,25.1,27.5,33.3,25.1,30.2,23.3,1
Crown Point,2013-05-15,72.6,0.2032,18.6,50.5,7.3,31.1,26.3,28.2,37.6,26.3,31.3,22.8,1
Crown Point,2013-05-16,73.2,0.9906,18.6,64.1,6.7,30.1,25.7,27.7,34.2,25.7,29.8,22.4,1
Crown Point,2013-05-17,72.2,0.0,20.8,87.8,7.5,32.1,25.0,27.8,39.3,25.0,29.9,22.2,0
Crown Point,2013-05-18,78.0,0.7874,20.8,69.1,6.6,30.2,25.0,27.1,35.4,25.0,28.9,22.8,1
Crown Point,2013-05-19,76.2,0.6096,16.1,47.3,7.0,31.1,25.0,27.9,35.6,25.0,30.8,23.2,1
Crown Point,2013-05-20,87.2,14.300199999999998,23.0,88.0,5.5,27.4,23.7,25.7,31.7,23.7,26.5,23.4,1
Crown Point,2013-05-21,73.2,0.6096,25.3,87.4,7.2,30.1,26.0,27.7,34.3,26.0,30.0,22.4,1
Crown Point,2013-05-22,80.2,9.296399999999998,18.3,80.8,6.5,30.1,23.6,26.9,34.3,23.6,29.3,23.2,1
Crown Point,2013-05-23,77.0,5.308599999999999,19.7,76.6,7.1,30.1,23.0,26.7,34.3,23.0,28.2,22.2,1
Crown Point,2013-05-24,75.2,0.4064,18.3,74.6,7.3,29.6,24.0,26.9,33.0,24.0,28.5,22.1,1
Crown Point,2013-05-25,75.9,1.7018,18.3,62.7,7.4,30.8,25.6,28.1,37.5,25.6,31.2,23.3,1
Crown Point,2013-05-26,84.0,11.5062,21.9,82.9,6.4,27.7,25.0,26.4,32.1,25.0,28.2,23.5,1
Crown Point,2013-05-27,85.9,1.0921999999999998,32.2,89.7,6.2,27.6,23.0,25.9,32.1,23.0,26.9,23.4,1
Crown Point,2013-05-28,81.7,19.2786,17.2,90.7,6.5,30.0,24.0,26.9,35.1,24.0,29.2,23.4,1
Crown Point,2013-05-29,80.4,2.0066,20.8,89.6,6.4,30.1,25.0,27.4,35.2,25.0,30.3,23.7,1
Crown Point,2013-05-30,75.2,0.7111999999999999,20.4,88.4,5.6,30.8,26.1,28.2,37.5,26.1,31.7,23.3,1
Crown Point,2013-05-31,76.2,0.8128,19.9,62.1,6.1,30.0,26.1,27.9,35.1,26.1,31.2,23.3,1
Crown Point,2013-06-01,73.6,0.0,19.7,59.1,6.5,30.2,26.0,27.8,35.9,26.0,30.3,22.7,0
Crown Point,2013-06-02,77.9,1.1176,23.0,86.3,6.4,30.1,25.1,27.7,36.2,25.1,30.7,23.4,1
Crown Point,2013-06-03,83.3,30.988,23.0,85.1,5.8,29.1,23.7,26.3,33.7,23.7,28.2,23.2,1
Crown Point,2013-06-04,76.7,1.1176,19.6,82.4,6.1,30.9,25.0,27.9,37.4,25.0,30.8,23.3,1
Crown Point,2013-06-05,79.2,2.0066,18.3,79.1,6.4,30.1,25.1,27.4,35.3,25.1,29.9,23.5,1
Crown Point,2013-06-06,74.5,0.0,20.8,88.2,6.6,30.6,25.0,27.4,35.6,25.0,29.3,22.4,0
Crown Point,2013-06-07,75.5,0.1016,17.2,84.4,7.2,30.2,25.0,27.3,34.1,25.0,29.2,22.4,1
Crown Point,2013-06-08,75.2,8.001,16.1,71.1,6.7,30.1,24.1,27.4,34.3,24.1,29.4,22.5,1
Crown Point,2013-06-09,78.3,2.2097999999999995,18.3,69.5,6.8,31.0,25.0,27.6,36.5,25.0,30.1,23.3,1
Crown Point,2013-06-10,80.8,3.302,19.7,85.6,6.8,30.3,26.0,27.2,36.3,26.0,29.4,23.6,1
Crown Point,2013-06-11,77.6,1.016,19.6,69.5,6.6,31.1,25.0,27.6,37.9,25.0,30.3,23.3,1
Crown Point,2013-06-12,74.6,0.4064,21.3,79.0,6.6,30.0,26.0,27.9,35.1,26.0,30.8,22.9,1
Crown Point,2013-06-13,87.2,10.1092,25.3,92.7,6.0,27.6,24.0,25.7,31.6,24.0,26.2,23.4,1
Crown Point,2013-06-14,87.2,15.2146,23.0,86.6,6.0,28.3,24.0,26.1,33.4,24.0,27.0,23.7,1
Crown Point,2013-06-15,77.3,0.2032,20.8,43.3,6.3,31.1,26.0,27.7,36.7,26.0,30.1,23.3,1
Crown Point,2013-06-16,75.7,0.7874,24.2,43.8,6.7,31.1,25.0,27.9,38.7,25.0,30.6,23.1,1
Crown Point,2013-06-17,78.1,5.0038,26.4,66.1,6.4,30.3,25.0,27.0,34.1,25.0,28.4,22.8,1
Crown Point,2013-06-18,83.2,11.2014,19.7,85.5,6.5,27.3,24.0,25.9,30.8,24.0,26.6,22.8,1
Crown Point,2013-06-19,77.5,0.7111999999999999,18.3,57.1,7.6,30.7,25.0,27.8,37.4,25.0,30.8,23.4,1
Crown Point,2013-06-20,72.4,0.0,20.8,72.2,7.1,31.1,25.8,27.8,35.6,25.8,29.7,22.3,0
Crown Point,2013-06-21,72.8,0.0,16.1,34.4,8.4,30.1,24.0,27.3,33.4,24.0,28.9,21.8,0
Crown Point,2013-06-22,72.4,0.0,21.9,68.6,7.0,30.8,24.7,27.4,36.1,24.7,29.4,21.9,0
Crown Point,2013-06-23,73.1,0.0,20.6,62.5,6.9,31.1,26.0,28.1,35.7,26.0,30.7,22.7,0
Crown Point,2013-06-24,76.2,0.6096,20.8,65.2,7.0,31.1,25.8,28.2,39.0,25.8,31.7,23.6,1
Crown Point,2013-06-25,78.4,0.7874,13.9,62.3,7.2,30.1,24.8,27.3,35.9,24.8,29.7,23.2,1
Crown Point,2013-06-26,80.8,14.097,26.4,87.0,6.2,29.9,24.0,27.1,35.9,24.0,29.5,23.4,1
Crown Point,2013-06-27,72.8,0.508,23.0,49.6,7.4,30.7,26.0,27.9,35.1,26.0,30.4,22.5,1
Crown Point,2013-06-28,78.4,1.0921999999999998,19.2,62.6,6.6,29.1,24.0,26.7,32.8,24.0,28.3,22.6,1
Crown Point,2013-06-29,81.2,11.9888,21.9,83.4,6.8,29.0,25.0,26.9,33.6,25.0,29.1,23.4,1
Crown Point,2013-06-30,74.6,0.9906,24.2,79.3,6.8,30.1,26.0,27.9,34.3,26.0,30.4,22.9,1
Crown Point,2013-07-01,71.7,0.1016,20.8,65.2,6.7,31.1,25.0,27.9,35.3,25.0,30.1,22.3,1
Crown Point,2013-07-02,76.4,0.2032,13.9,38.5,7.8,29.0,24.0,26.1,32.7,24.0,27.1,21.6,1
Crown Point,2013-07-03,73.6,25.1968,16.1,26.7,7.3,30.1,24.0,27.3,34.1,24.0,28.9,22.0,1
Crown Point,2013-07-04,72.7,0.7874,17.2,44.1,6.5,31.1,24.8,27.7,36.8,24.8,29.8,22.2,1
Crown Point,2013-07-05,74.0,0.4064,21.9,60.9,7.3,30.0,25.0,27.4,34.1,25.0,29.6,22.3,1
Crown Point,2013-07-06,76.3,2.0066,16.1,56.4,7.3,30.3,25.0,27.4,36.9,25.0,29.6,22.8,1
Crown Point,2013-07-07,80.0,7.213599999999999,12.1,53.5,7.2,30.2,25.0,27.2,35.3,25.0,29.3,23.4,1
Crown Point,2013-07-08,78.9,0.2032,23.0,63.8,6.6,31.1,24.3,27.8,36.7,24.3,30.9,23.7,1
Crown Point,2013-07-09,80.1,0.7111999999999999,20.1,80.5,7.1,30.1,24.9,27.6,35.2,24.9,30.9,23.8,1
Crown Point,2013-07-10,73.5,0.1016,23.0,40.6,7.3,31.8,26.1,28.5,36.6,26.1,31.8,23.2,1
Crown Point,2013-07-11,73.7,0.0,14.5,44.7,7.7,31.7,25.0,28.1,38.2,25.0,30.7,22.9,0
Crown Point,2013-07-12,76.3,0.1016,12.8,43.5,7.7,30.0,25.0,27.4,35.1,25.0,29.8,22.9,1
Crown Point,2013-07-13,74.6,0.0,20.8,45.1,7.8,30.1,25.0,27.6,34.3,25.0,29.6,22.6,0
Crown Point,2013-07-14,73.6,0.0,17.2,71.2,6.7,31.1,25.0,27.9,36.2,25.0,30.6,22.7,0
Crown Point,2013-07-15,70.9,0.3048,35.8,71.3,6.9,31.0,26.0,28.4,35.4,26.0,31.1,22.5,1
Crown Point,2013-07-16,82.2,9.372599999999998,17.2,70.6,6.8,30.8,25.0,27.3,37.6,25.0,29.7,23.9,1
Crown Point,2013-07-17,76.4,0.0,16.1,44.7,7.4,30.3,25.0,27.6,35.1,25.0,29.8,22.9,0
Crown Point,2013-07-18,75.0,2.3114,20.8,68.8,6.9,31.1,25.1,28.1,35.5,25.1,30.9,23.1,1
Crown Point,2013-07-19,70.8,1.3208,22.1,79.0,7.2,31.0,26.7,28.4,37.2,26.7,31.5,22.6,1
Crown Point,2013-07-20,67.4,0.1016,24.2,62.1,7.0,32.1,26.0,28.3,35.0,26.0,30.2,21.6,1
Crown Point,2013-07-21,78.3,0.0,18.3,74.9,7.2,30.1,25.0,27.1,35.1,25.0,28.9,22.9,0
Crown Point,2013-07-22,74.8,0.6096,19.7,40.7,7.4,32.0,26.0,28.2,36.8,26.0,31.2,23.2,1
Crown Point,2013-07-23,71.4,0.4064,20.8,51.3,6.2,32.0,26.1,28.6,36.8,26.1,31.9,22.8,1
Crown Point,2013-07-24,73.8,0.1016,33.6,77.5,5.7,32.3,25.1,28.0,38.8,25.1,30.5,22.8,1
Crown Point,2013-07-25,75.8,0.0,21.9,58.3,7.0,31.0,25.0,27.7,35.4,25.0,30.1,22.9,0
Crown Point,2013-07-26,73.9,3.302,20.8,51.4,7.6,30.8,25.0,27.8,37.1,25.0,30.1,22.6,1
Crown Point,2013-07-27,73.1,0.4064,17.2,32.7,7.1,31.0,24.9,27.8,34.6,24.9,29.9,22.4,1
Crown Point,2013-07-28,77.5,0.3048,11.4,64.9,6.6,30.1,25.0,27.3,34.3,25.0,29.6,23.0,1
Crown Point,2013-07-29,72.6,0.1016,17.2,38.0,7.5,31.3,25.0,28.1,38.1,25.0,30.5,22.6,1
Crown Point,2013-07-30,75.5,0.2032,18.3,38.1,7.6,31.1,25.0,28.1,35.6,25.0,30.7,23.2,1
Crown Point,2013-07-31,74.3,0.1016,15.0,53.0,7.8,30.1,25.0,27.7,35.3,25.0,29.7,22.6,1
Crown Point,2013-08-01,71.5,0.2032,23.0,47.1,8.2,32.0,25.1,28.6,39.2,25.1,31.7,22.8,1
Crown Point,2013-08-02,68.9,0.0,20.8,76.4,6.7,32.2,26.1,28.7,35.8,26.1,31.6,22.3,0
Crown Point,2013-08-03,68.2,0.0,23.0,83.0,5.4,33.0,27.0,29.1,39.2,29.2,32.4,22.5,0
Crown Point,2013-08-04,72.4,0.2032,18.3,38.4,6.7,31.1,26.0,28.3,36.5,26.0,30.9,22.8,1
Crown Point,2013-08-05,76.7,23.0124,15.0,34.0,7.4,30.1,25.0,26.9,35.1,25.0,28.4,22.4,1
Crown Point,2013-08-06,75.4,0.3048,13.9,36.5,8.4,30.1,24.3,27.2,34.3,24.3,29.0,22.4,1
Crown Point,2013-08-07,76.1,0.4064,17.2,68.2,7.4,30.1,24.7,27.8,35.2,24.7,30.9,23.2,1
Crown Point,2013-08-08,80.1,24.003,17.2,72.5,6.2,30.0,23.0,26.6,34.4,23.0,28.3,22.8,1
Crown Point,2013-08-09,78.0,2.0066,13.9,75.5,7.2,30.1,23.3,27.4,36.2,23.3,30.1,23.1,1
Crown Point,2013-08-10,85.0,2.9972,18.3,86.1,6.0,29.0,23.1,26.1,34.5,23.1,27.6,23.3,1
Crown Point,2013-08-11,78.9,35.0012,20.8,88.5,5.9,30.1,23.8,26.8,35.2,23.8,28.7,22.8,1
Crown Point,2013-08-12,74.4,0.4064,18.3,73.5,7.0,31.2,24.1,27.7,36.1,24.1,30.0,22.6,1
Crown Point,2013-08-13,77.7,1.016,20.8,71.1,7.4,31.1,24.0,27.6,36.1,24.0,30.6,23.3,1
Crown Point,2013-08-14,74.1,0.2032,21.7,81.4,6.5,31.1,26.0,28.4,36.7,26.0,31.8,23.3,1
Crown Point,2013-08-15,72.7,0.0,15.0,84.6,7.2,31.1,25.0,27.6,35.1,25.0,29.5,22.2,0
Crown Point,2013-08-16,72.6,0.0,13.9,87.1,7.3,30.6,24.0,27.3,35.7,24.0,29.2,21.8,0
Crown Point,2013-08-17,81.9,10.0076,15.0,68.7,5.8,30.1,24.3,26.8,35.2,24.3,28.9,23.4,1
Crown Point,2013-08-18,86.0,0.0,8.1,87.5,6.7,29.0,25.0,26.6,35.3,25.0,28.3,24.0,0
Crown Point,2013-08-19,80.4,1.0921999999999998,17.2,83.9,6.9,29.0,25.1,27.3,34.2,25.1,30.1,23.6,1
Crown Point,2013-08-20,74.4,0.0,15.0,71.5,7.2,31.1,26.0,28.3,37.9,26.0,31.8,23.3,0
Crown Point,2013-08-21,75.9,0.0,10.3,60.6,7.3,30.0,25.8,27.8,36.2,25.8,30.6,23.2,0
Crown Point,2013-08-22,75.8,0.3048,13.9,34.3,7.3,31.1,25.1,27.9,36.7,25.1,30.4,23.1,1
Crown Point,2013-08-23,72.5,0.1016,17.4,43.4,7.3,31.8,25.0,28.1,39.1,25.0,30.7,22.6,1
Crown Point,2013-08-24,74.8,0.9906,16.6,77.0,7.1,30.1,25.0,28.2,35.2,25.0,31.5,23.3,1
Crown Point,2013-08-25,74.1,0.4064,14.8,82.4,7.1,31.1,26.9,28.7,37.9,29.1,32.9,23.6,1
Crown Point,2013-08-26,73.5,2.0066,5.8,78.7,7.2,31.1,25.0,27.8,34.6,25.0,30.1,22.5,1
Crown Point,2013-08-27,80.9,0.7874,9.8,81.9,6.9,30.0,24.8,26.6,35.1,24.8,28.1,23.0,1
Crown Point,2013-08-28,84.1,2.0066,11.4,78.2,6.3,28.1,24.1,25.9,31.8,24.1,26.9,23.0,1
Crown Point,2013-08-29,76.9,7.010400000000001,72.5,51.5,8.3,30.2,24.1,27.7,35.2,24.1,30.4,23.2,1
Crown Point,2013-08-30,76.6,16.3068,7.8,60.5,6.7,30.1,25.0,27.3,35.3,25.0,29.3,22.8,1
Crown Point,2013-08-31,79.0,0.8128,9.2,86.1,6.1,31.0,24.0,27.7,37.4,24.0,31.2,23.7,1
Crown Point,2013-09-01,73.9,0.4064,16.1,77.1,7.1,32.0,25.0,28.8,39.2,25.0,32.6,23.6,1
Crown Point,2013-09-02,76.2,5.9944,9.1,87.3,6.8,32.0,26.8,28.7,40.6,29.7,33.2,24.1,1
Crown Point,2013-09-03,75.4,0.4064,13.9,64.0,7.5,31.2,26.0,28.8,36.2,26.0,32.8,23.9,1
Crown Point,2013-09-04,73.3,0.0,20.8,80.4,7.6,31.1,26.8,28.8,37.7,29.2,32.9,23.5,0
Crown Point,2013-09-05,74.4,1.1938,18.3,75.8,7.3,31.1,27.1,28.9,36.7,29.7,33.3,23.9,1
Crown Point,2013-09-06,73.3,2.9972,16.1,75.6,6.6,31.1,27.0,29.1,36.7,29.6,33.3,23.7,1
Crown Point,2013-09-07,75.6,0.1016,11.6,51.6,7.6,32.1,26.0,28.5,39.5,26.0,32.2,23.7,1
Crown Point,2013-09-08,71.3,0.508,18.3,43.0,6.7,32.1,26.0,29.4,38.1,26.0,33.4,23.5,1
Crown Point,2013-09-09,71.2,0.0,13.9,47.1,7.3,32.1,26.0,28.7,38.1,26.0,31.7,22.8,0
Crown Point,2013-09-10,73.9,2.0066,18.3,72.0,6.8,31.1,25.9,28.3,35.6,25.9,31.3,23.1,1
Crown Point,2013-09-11,79.6,3.0988,15.0,84.9,6.6,30.0,24.0,27.1,33.6,24.0,29.3,23.2,1
Crown Point,2013-09-12,73.8,0.2032,9.2,51.5,7.1,32.0,26.0,28.7,38.8,26.0,32.2,23.5,1
Crown Point,2013-09-13,80.8,24.9682,11.4,89.3,6.6,30.2,25.1,27.5,35.6,25.1,30.1,23.8,1
Crown Point,2013-09-14,77.0,9.017,20.8,87.6,7.3,30.1,25.9,28.7,36.3,25.9,33.1,24.2,1
Crown Point,2013-09-15,80.3,11.9888,20.8,88.9,6.7,30.1,25.7,27.8,36.3,25.7,31.3,24.1,1
Crown Point,2013-09-16,82.1,11.6078,18.3,79.2,6.1,31.1,25.0,27.4,37.7,25.0,30.1,24.1,1
Crown Point,2013-09-17,84.3,45.9994,25.3,87.3,5.8,29.8,24.0,26.8,34.9,24.0,29.1,23.9,1
Crown Point,2013-09-18,79.1,2.9972,16.1,73.6,6.2,31.0,26.0,28.2,37.7,26.0,32.3,24.2,1
Crown Point,2013-09-19,75.5,0.0,17.2,80.7,7.0,31.0,26.1,28.7,37.7,26.1,32.9,23.9,0
Crown Point,2013-09-20,75.3,0.1016,13.9,86.5,6.9,32.0,26.0,28.9,39.2,26.0,33.2,24.0,1
Crown Point,2013-09-21,72.7,0.0,12.8,46.6,7.1,31.0,26.0,28.4,36.3,26.0,31.7,23.0,0
Crown Point,2013-09-22,71.4,0.0,15.0,30.2,6.9,31.8,27.8,29.1,38.8,30.4,33.3,23.4,0
Crown Point,2013-09-23,74.5,0.2032,19.6,43.4,6.7,31.8,26.0,28.4,37.5,26.0,31.8,23.4,1
Crown Point,2013-09-24,74.9,0.1016,18.3,60.9,6.9,31.0,25.9,28.2,36.5,25.9,31.2,23.2,1
Crown Point,2013-09-25,74.4,0.1016,21.9,77.1,6.7,31.0,25.0,28.3,36.5,25.0,31.5,23.3,1
Crown Point,2013-09-26,75.2,1.1938,18.3,86.1,6.9,31.0,26.0,28.5,35.1,26.0,32.2,23.6,1
Crown Point,2013-09-27,74.6,0.1016,11.0,50.2,7.0,31.8,25.0,28.7,38.9,25.0,32.6,23.7,1
Crown Point,2013-09-28,76.3,0.9906,19.6,50.6,7.0,31.0,27.0,29.0,37.7,30.1,33.9,24.3,1
Crown Point,2013-09-29,74.2,0.9906,24.2,47.5,7.0,32.1,24.0,28.7,39.4,24.0,32.4,23.5,1
Crown Point,2013-09-30,74.9,8.991599999999998,23.0,59.0,6.5,31.0,25.0,28.5,37.7,25.0,31.9,23.5,1
Crown Point,2013-10-01,76.0,2.2097999999999995,21.3,62.9,5.8,31.0,25.0,28.0,36.2,25.0,31.0,23.3,1
Crown Point,2013-10-02,86.9,39.0144,12.5,85.1,5.9,28.2,24.0,26.1,33.1,24.0,27.7,23.7,1
Crown Point,2013-10-03,81.1,15.316199999999998,11.4,80.1,6.4,30.0,24.9,27.4,36.1,24.9,30.1,23.8,1
